Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryBand,TenureBand,AgeBand
35,Yes,Travel_Rarely,939,Research & Development,29,4,Medical,1,1137,1,Male,86,2,4,Manager,2,Divorced,9368,20196,3,Y,Yes,16,3,3,80,3,6,5,1,0,0,0,0,₹7K–₹12K,<2 years,26–35
40,No,Travel_Rarely,496,Sales,4,4,Life Sciences,1,1138,4,Male,85,4,4,Manager,3,Married,11303,13219,1,Y,No,14,4,4,80,0,16,5,4,14,7,3,4,₹7K–₹12K,10+ years,36–45
31,No,Travel_Rarely,973,Research & Development,1,2,Life Sciences,1,1139,1,Female,89,3,1,Healthcare Representative,2,Single,3879,7389,6,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,<₹4K,<2 years,26–35
43,No,Travel_Rarely,1336,Research & Development,13,4,Medical,1,1140,4,Male,47,1,4,Laboratory Technician,2,Married,10450,23514,2,Y,Yes,20,3,2,80,1,18,3,3,10,6,4,3,₹7K–₹12K,6–10 years,36–45
30,No,Non-Travel,849,Research & Development,8,1,Medical,1,1141,1,Female,90,2,4,Research Director,4,Married,9988,13390,2,Y,Yes,15,3,4,80,0,7,5,2,7,4,2,1,₹7K–₹12K,6–10 years,26–35
36,No,Travel_Frequently,1285,Sales,4,3,Marketing,1,1142,1,Female,39,3,4,Sales Executive,4,Divorced,9727,25048,1,Y,No,21,3,4,80,0,13,2,1,8,8,5,8,₹7K–₹12K,6–10 years,36–45
30,No,Travel_Frequently,826,Research & Development,14,2,Life Sciences,1,1143,2,Male,44,2,2,Manufacturing Director,4,Single,5391,18369,4,Y,Yes,19,3,2,80,2,7,6,4,7,2,1,2,₹4K–₹7K,6–10 years,26–35
28,No,Travel_Frequently,167,Research & Development,3,1,Human Resources,1,1144,1,Male,72,2,5,Manufacturing Director,2,Married,11471,24654,0,Y,Yes,14,3,1,80,2,7,2,1,4,4,1,1,₹7K–₹12K,4–5 years,26–35
27,No,Non-Travel,192,Research & Development,5,4,Marketing,1,1145,3,Female,53,1,2,Research Scientist,2,Divorced,4793,24773,2,Y,Yes,18,3,1,80,3,2,4,4,2,0,1,0,₹4K–₹7K,2–3 years,26–35
30,Yes,Travel_Rarely,251,Research & Development,3,3,Life Sciences,1,1146,2,Male,56,2,1,Healthcare Representative,4,Single,4309,25297,3,Y,No,17,3,2,80,1,7,5,1,1,0,0,0,₹4K–₹7K,<2 years,26–35
30,No,Travel_Rarely,1001,Research & Development,8,1,Marketing,1,1147,2,Male,46,3,3,Manufacturing Director,1,Married,6951,20043,4,Y,No,19,3,1,80,1,11,1,1,8,4,3,4,₹4K–₹7K,6–10 years,26–35
27,No,Travel_Rarely,1412,Sales,9,1,Marketing,1,1148,2,Male,80,2,5,Sales Executive,1,Single,11590,16940,2,Y,No,12,3,2,80,1,5,0,1,0,0,0,0,₹7K–₹12K,<2 years,26–35
53,No,Travel_Rarely,216,Research & Development,9,5,Life Sciences,1,1149,2,Female,37,3,3,Manager,3,Married,9213,13348,2,Y,Yes,20,3,2,80,3,20,4,3,8,8,3,6,₹7K–₹12K,6–10 years,46–60
38,Yes,Travel_Rarely,364,Research & Development,4,1,Medical,1,1150,3,Male,48,2,4,Laboratory Technician,4,Married,10484,4788,3,Y,Yes,15,4,3,80,0,12,0,3,12,8,4,6,₹7K–₹12K,10+ years,36–45
31,No,Non-Travel,967,Research & Development,22,3,Marketing,1,1151,4,Male,65,2,4,Healthcare Representative,2,Married,8578,22192,1,Y,No,15,4,3,80,0,8,6,1,0,0,0,0,₹7K–₹12K,<2 years,26–35
45,No,Non-Travel,477,Human Resources,16,5,Medical,1,1152,3,Female,32,1,1,Human Resources,3,Divorced,5253,10817,1,Y,No,16,3,1,80,2,9,2,1,9,0,3,0,₹4K–₹7K,6–10 years,36–45
42,No,Travel_Rarely,650,Sales,16,5,Marketing,1,1153,3,Female,75,2,3,Sales Representative,1,Divorced,8956,15457,1,Y,Yes,12,3,4,80,0,21,0,2,9,2,4,0,₹7K–₹12K,6–10 years,36–45
48,Yes,Travel_Frequently,642,Human Resources,17,2,Medical,1,1154,1,Male,94,4,3,Human Resources,2,Single,9196,8542,2,Y,Yes,22,3,4,80,3,17,4,3,7,0,0,0,₹7K–₹12K,6–10 years,46–60
42,No,Travel_Rarely,1103,Research & Development,18,4,Other,1,1155,2,Male,33,3,3,Laboratory Technician,2,Married,9273,12369,1,Y,No,11,3,3,80,0,19,2,1,14,8,4,6,₹7K–₹12K,10+ years,36–45
31,No,Travel_Rarely,686,Research & Development,3,2,Medical,1,1156,3,Male,50,2,1,Research Scientist,4,Married,5353,4391,2,Y,Yes,11,3,1,80,3,4,3,1,4,0,0,0,₹4K–₹7K,4–5 years,26–35
41,No,Travel_Rarely,1006,Research & Development,9,2,Life Sciences,1,1157,3,Male,56,1,3,Research Scientist,1,Single,8790,19678,1,Y,No,18,4,3,80,0,11,6,3,11,5,2,5,₹7K–₹12K,10+ years,36–45
37,No,Travel_Rarely,523,Sales,4,5,Medical,1,1158,3,Male,44,4,3,Sales Executive,3,Divorced,8621,7397,1,Y,No,22,4,1,80,2,4,4,3,0,0,0,0,₹7K–₹12K,<2 years,36–45
28,No,Travel_Rarely,347,Research & Development,24,4,Other,1,1159,1,Male,99,2,3,Healthcare Representative,1,Single,7353,17155,4,Y,No,19,3,3,80,3,7,5,2,7,7,3,7,₹7K–₹12K,6–10 years,26–35
34,No,Travel_Rarely,286,Research & Development,4,1,Life Sciences,1,1160,4,Male,52,2,3,Research Director,4,Single,6116,26173,1,Y,Yes,15,3,1,80,3,10,1,1,10,5,1,5,₹4K–₹7K,6–10 years,26–35
32,No,Travel_Rarely,742,Sales,17,3,Technical Degree,1,1161,4,Female,38,1,4,Sales Executive,3,Married,10457,10951,1,Y,No,13,4,4,80,0,1,4,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
28,No,Travel_Rarely,1354,Research & Development,29,2,Marketing,1,1162,4,Female,33,3,5,Research Director,2,Divorced,10810,7444,2,Y,No,24,3,4,80,3,7,2,1,4,2,1,2,₹7K–₹12K,4–5 years,26–35
26,No,Travel_Rarely,612,Research & Development,9,5,Marketing,1,1163,3,Male,37,4,5,Manufacturing Director,2,Divorced,10242,26772,3,Y,No,15,3,2,80,3,2,4,2,0,0,0,0,₹7K–₹12K,<2 years,26–35
56,Yes,Travel_Rarely,846,Research & Development,19,4,Life Sciences,1,1164,2,Male,90,3,2,Laboratory Technician,2,Divorced,8512,6308,6,Y,No,23,4,2,80,2,24,3,1,15,3,4,2,₹7K–₹12K,10+ years,46–60
27,No,Travel_Frequently,1242,Research & Development,4,5,Medical,1,1165,2,Female,60,2,5,Research Scientist,2,Single,11437,24953,1,Y,No,18,3,1,80,3,10,0,4,8,5,3,5,₹7K–₹12K,6–10 years,26–35
56,No,Travel_Rarely,1236,Research & Development,2,1,Technical Degree,1,1166,4,Male,31,3,2,Manager,4,Divorced,6293,2251,1,Y,No,22,4,2,80,1,18,5,1,15,9,3,5,₹4K–₹7K,10+ years,46–60
29,No,Travel_Rarely,1408,Research & Development,5,5,Life Sciences,1,1167,3,Male,91,3,3,Manufacturing Director,3,Single,5490,7477,0,Y,No,20,3,4,80,1,2,0,3,0,0,0,0,₹4K–₹7K,<2 years,26–35
44,No,Travel_Rarely,221,Research & Development,6,2,Life Sciences,1,1168,1,Male,49,4,5,Laboratory Technician,3,Single,12907,18001,5,Y,No,23,3,4,80,0,15,4,3,7,2,2,0,₹12K+,6–10 years,36–45
37,No,Travel_Rarely,1240,Research & Development,10,2,Life Sciences,1,1169,2,Male,71,2,3,Manager,2,Single,7437,14441,3,Y,No,25,3,1,80,0,14,5,3,10,5,2,1,₹7K–₹12K,6–10 years,36–45
29,No,Travel_Rarely,856,Sales,19,1,Life Sciences,1,1170,3,Male,96,1,5,Manager,1,Divorced,11161,6610,2,Y,Yes,21,3,4,80,0,2,5,1,0,0,0,0,₹7K–₹12K,<2 years,26–35
33,No,Travel_Rarely,652,Sales,10,5,Medical,1,1171,1,Male,65,1,4,Manager,4,Married,10021,18629,3,Y,No,22,3,2,80,1,6,3,2,3,2,2,2,₹7K–₹12K,2–3 years,26–35
41,No,Travel_Frequently,243,Research & Development,8,2,Life Sciences,1,1172,2,Female,61,4,1,Manufacturing Director,4,Married,5907,19110,1,Y,No,15,3,4,80,0,6,5,4,6,2,2,1,₹4K–₹7K,6–10 years,36–45
18,No,Travel_Rarely,705,Research & Development,13,4,Life Sciences,1,1173,4,Female,40,3,2,Healthcare Representative,2,Single,4783,26022,3,Y,No,22,3,2,80,1,0,2,2,0,0,0,0,₹4K–₹7K,<2 years,18–25
35,No,Travel_Rarely,546,Sales,9,1,Medical,1,1174,2,Female,38,1,4,Sales Executive,3,Married,11015,15418,2,Y,No,16,3,2,80,3,6,6,3,4,0,0,0,₹7K–₹12K,4–5 years,26–35
30,No,Travel_Rarely,999,Research & Development,5,1,Medical,1,1175,4,Female,84,1,3,Research Director,1,Married,8664,3243,2,Y,No,21,4,1,80,2,4,5,4,0,0,0,0,₹7K–₹12K,<2 years,26–35
21,No,Travel_Rarely,1090,Research & Development,2,5,Life Sciences,1,1176,2,Female,54,2,2,Healthcare Representative,2,Married,6185,15829,4,Y,No,19,3,3,80,0,9,2,1,3,1,0,1,₹4K–₹7K,2–3 years,18–25
36,No,Travel_Frequently,313,Research & Development,16,2,Life Sciences,1,1177,1,Male,73,2,3,Research Scientist,1,Married,7456,21248,4,Y,Yes,21,3,3,80,3,9,0,2,5,2,0,0,₹7K–₹12K,4–5 years,36–45
45,No,Travel_Rarely,887,Human Resources,12,1,Life Sciences,1,1178,1,Female,64,1,5,Manager,3,Married,11043,14691,3,Y,No,24,3,2,80,2,12,2,3,7,3,1,1,₹7K–₹12K,6–10 years,36–45
52,No,Travel_Rarely,1217,Research & Development,29,4,Medical,1,1179,1,Female,58,3,4,Manager,4,Married,10040,13873,2,Y,Yes,12,3,4,80,2,14,5,3,5,0,0,0,₹7K–₹12K,4–5 years,46–60
18,No,Travel_Rarely,315,Research & Development,4,3,Life Sciences,1,1180,3,Male,47,2,5,Manager,2,Married,9528,8324,2,Y,Yes,12,3,2,80,0,0,2,4,0,0,0,0,₹7K–₹12K,<2 years,18–25
24,Yes,Travel_Frequently,1166,Research & Development,16,2,Life Sciences,1,1181,3,Male,93,1,4,Manager,1,Married,9745,9662,3,Y,No,11,4,3,80,0,2,3,3,2,0,2,0,₹7K–₹12K,2–3 years,18–25
36,No,Travel_Rarely,452,Research & Development,12,4,Medical,1,1182,4,Male,94,3,5,Laboratory Technician,3,Divorced,12025,11008,3,Y,Yes,23,3,4,80,0,15,4,4,10,8,1,2,₹12K+,6–10 years,36–45
28,No,Travel_Rarely,1101,Sales,18,5,Life Sciences,1,1183,3,Female,44,2,4,Manager,4,Single,10838,26220,4,Y,No,15,3,4,80,0,0,6,2,0,0,0,0,₹7K–₹12K,<2 years,26–35
35,No,Travel_Rarely,1344,Sales,17,1,Life Sciences,1,1184,1,Female,43,3,5,Sales Representative,1,Divorced,12079,12125,3,Y,No,20,3,2,80,0,5,6,2,0,0,0,0,₹12K+,<2 years,26–35
19,No,Travel_Frequently,670,Research & Development,4,1,Marketing,1,1185,4,Male,39,4,5,Manager,4,Married,9815,9444,0,Y,No,16,3,4,80,0,1,2,3,0,0,0,0,₹7K–₹12K,<2 years,18–25
44,No,Travel_Rarely,722,Research & Development,19,1,Technical Degree,1,1186,2,Male,59,2,2,Laboratory Technician,2,Married,6497,11768,3,Y,No,25,3,4,80,2,18,2,1,18,12,3,11,₹4K–₹7K,10+ years,36–45
29,No,Travel_Rarely,926,Research & Development,8,3,Life Sciences,1,1187,4,Male,33,1,3,Manager,1,Single,6839,21797,3,Y,No,16,3,1,80,1,8,5,3,8,3,4,1,₹4K–₹7K,6–10 years,26–35
24,No,Travel_Rarely,1168,Sales,3,1,Life Sciences,1,1188,2,Male,49,4,1,Sales Representative,2,Divorced,2586,22142,1,Y,No,15,3,3,80,0,0,1,2,0,0,0,0,<₹4K,<2 years,18–25
39,No,Travel_Frequently,729,Research & Development,15,4,Life Sciences,1,1189,1,Male,31,2,3,Manufacturing Director,3,Married,8645,19645,0,Y,No,23,4,1,80,2,11,2,1,11,11,3,10,₹7K–₹12K,10+ years,36–45
20,No,Travel_Rarely,1018,Sales,8,1,Life Sciences,1,1190,4,Male,62,4,4,Sales Executive,2,Married,7837,24471,3,Y,No,20,3,3,80,2,7,4,4,3,2,0,0,₹7K–₹12K,2–3 years,18–25
30,No,Non-Travel,910,Research & Development,29,3,Life Sciences,1,1191,4,Female,85,2,4,Research Director,3,Married,10036,26522,4,Y,No,23,3,2,80,0,11,1,2,3,3,0,2,₹7K–₹12K,2–3 years,26–35
34,Yes,Travel_Rarely,1023,Research & Development,3,4,Medical,1,1192,3,Male,53,1,3,Research Director,1,Divorced,7326,18766,3,Y,No,20,3,3,80,0,15,1,1,8,6,0,5,₹7K–₹12K,6–10 years,26–35
32,No,Travel_Rarely,871,Sales,16,1,Marketing,1,1193,2,Male,33,3,5,Sales Executive,4,Single,12908,6493,3,Y,No,18,3,3,80,1,10,4,3,2,2,2,0,₹12K+,2–3 years,26–35
50,No,Non-Travel,772,Research & Development,10,5,Medical,1,1194,4,Female,66,4,4,Research Director,3,Married,10198,9327,0,Y,No,13,3,2,80,3,22,6,3,14,2,6,2,₹7K–₹12K,10+ years,46–60
27,No,Travel_Rarely,375,Research & Development,14,5,Life Sciences,1,1195,1,Female,66,4,2,Healthcare Representative,4,Married,5829,25855,2,Y,No,12,3,2,80,3,7,0,4,3,3,0,0,₹4K–₹7K,2–3 years,26–35
42,No,Travel_Rarely,1363,Research & Development,8,2,Life Sciences,1,1196,4,Male,90,4,4,Healthcare Representative,4,Single,10529,6076,2,Y,No,20,4,2,80,3,11,4,2,5,1,3,0,₹7K–₹12K,4–5 years,36–45
34,No,Travel_Rarely,495,Sales,6,2,Life Sciences,1,1197,2,Male,47,2,2,Sales Executive,1,Divorced,4756,18862,3,Y,No,15,3,2,80,2,11,6,3,11,5,2,5,₹4K–₹7K,10+ years,26–35
47,No,Travel_Rarely,426,Research & Development,7,4,Marketing,1,1198,1,Male,89,2,3,Manager,2,Single,8077,24791,0,Y,Yes,14,3,4,80,3,16,1,1,8,6,2,3,₹7K–₹12K,6–10 years,46–60
39,No,Non-Travel,977,Research & Development,6,2,Medical,1,1199,4,Female,84,2,2,Research Scientist,1,Married,5976,12167,1,Y,No,12,3,1,80,0,11,2,2,1,0,1,0,₹4K–₹7K,<2 years,36–45
35,No,Travel_Rarely,890,Research & Development,20,3,Medical,1,1200,2,Male,31,1,3,Manager,2,Single,9272,14928,1,Y,No,23,3,3,80,2,7,3,2,3,0,2,0,₹7K–₹12K,2–3 years,26–35
29,Yes,Travel_Frequently,563,Research & Development,3,3,Life Sciences,1,1201,1,Female,73,3,4,Research Director,3,Married,9307,9369,1,Y,No,19,3,1,80,2,8,5,3,2,1,1,1,₹7K–₹12K,2–3 years,26–35
41,No,Travel_Rarely,162,Research & Development,11,1,Life Sciences,1,1202,1,Female,94,3,4,Research Director,1,Married,8821,26771,3,Y,No,12,4,2,80,1,15,5,3,9,1,4,0,₹7K–₹12K,6–10 years,36–45
22,Yes,Travel_Rarely,1180,Research & Development,14,4,Medical,1,1203,3,Male,35,4,2,Research Scientist,1,Single,4528,12094,1,Y,No,12,3,4,80,2,0,3,3,0,0,0,0,₹4K–₹7K,<2 years,18–25
38,No,Travel_Rarely,848,Sales,13,1,Marketing,1,1204,2,Male,36,3,4,Manager,4,Married,10558,25686,2,Y,No,13,3,3,80,1,15,1,3,12,9,3,6,₹7K–₹12K,10+ years,36–45
18,No,Travel_Frequently,447,Research & Development,10,4,Marketing,1,1205,1,Male,50,2,3,Laboratory Technician,3,Divorced,6457,13722,2,Y,No,23,4,4,80,1,0,1,4,0,0,0,0,₹4K–₹7K,<2 years,18–25
43,Yes,Travel_Rarely,912,Sales,4,3,Life Sciences,1,1206,1,Male,99,2,2,Sales Representative,1,Married,8037,15166,2,Y,Yes,18,3,2,80,0,16,6,1,12,6,4,3,₹7K–₹12K,10+ years,36–45
50,No,Travel_Frequently,879,Human Resources,12,5,Life Sciences,1,1207,3,Female,35,1,3,Human Resources,3,Married,9962,15945,2,Y,Yes,20,3,4,80,0,14,6,3,10,6,2,6,₹7K–₹12K,6–10 years,46–60
42,Yes,Travel_Rarely,241,Research & Development,27,3,Life Sciences,1,1208,2,Male,54,1,4,Research Scientist,1,Single,10056,10864,3,Y,No,11,3,3,80,0,15,1,2,14,5,6,3,₹7K–₹12K,10+ years,36–45
35,No,Travel_Frequently,781,Sales,13,5,Life Sciences,1,1209,3,Female,73,2,2,Sales Executive,3,Divorced,5901,2486,2,Y,No,11,4,3,80,2,9,2,3,4,0,2,0,₹4K–₹7K,4–5 years,26–35
43,No,Travel_Rarely,1090,Human Resources,26,2,Technical Degree,1,1210,4,Male,56,2,5,Manager,1,Single,13212,17305,2,Y,Yes,20,3,1,80,0,17,0,4,11,4,4,4,₹12K+,10+ years,36–45
38,No,Travel_Rarely,197,Research & Development,9,2,Medical,1,1211,3,Male,53,1,3,Laboratory Technician,1,Divorced,7255,9352,4,Y,No,21,3,2,80,1,9,5,4,3,3,0,1,₹7K–₹12K,2–3 years,36–45
52,Yes,Travel_Rarely,489,Sales,28,5,Life Sciences,1,1212,2,Male,75,3,5,Manager,2,Single,11693,8690,4,Y,No,20,3,3,80,3,18,0,2,14,8,4,7,₹7K–₹12K,10+ years,46–60
58,No,Travel_Frequently,708,Sales,12,2,Technical Degree,1,1213,1,Male,77,2,5,Manager,3,Married,12057,4883,2,Y,No,16,3,3,80,0,21,1,3,15,9,3,3,₹12K+,10+ years,46–60
44,No,Travel_Rarely,1382,Research & Development,8,2,Life Sciences,1,1214,1,Female,66,4,1,Laboratory Technician,2,Divorced,5070,25904,1,Y,Yes,16,3,1,80,3,16,2,2,7,2,3,0,₹4K–₹7K,6–10 years,36–45
56,No,Travel_Rarely,205,Research & Development,6,2,Life Sciences,1,1215,1,Male,72,1,4,Research Director,3,Single,10763,8945,1,Y,No,25,3,2,80,1,25,2,4,24,12,9,7,₹7K–₹12K,10+ years,46–60
22,No,Non-Travel,1255,Human Resources,17,5,Life Sciences,1,1216,4,Male,59,1,1,Human Resources,2,Single,3257,12687,3,Y,No,18,3,4,80,2,0,4,2,0,0,0,0,<₹4K,<2 years,18–25
28,Yes,Travel_Rarely,569,Sales,3,3,Medical,1,1217,1,Female,70,2,3,Sales Executive,2,Single,6373,4612,5,Y,No,23,3,2,80,0,6,0,3,0,0,0,0,₹4K–₹7K,<2 years,26–35
46,No,Non-Travel,562,Research & Development,9,3,Marketing,1,1218,3,Male,33,2,2,Research Scientist,4,Divorced,6652,13292,1,Y,No,25,3,4,80,3,11,1,3,10,2,1,2,₹4K–₹7K,6–10 years,46–60
43,No,Travel_Rarely,1219,Sales,20,1,Life Sciences,1,1219,2,Male,97,2,2,Sales Executive,1,Married,8132,4102,2,Y,No,23,3,2,80,3,14,3,2,12,8,3,5,₹7K–₹12K,10+ years,36–45
40,No,Travel_Rarely,1185,Sales,2,5,Marketing,1,1220,2,Male,71,3,3,Manager,2,Single,7660,13986,2,Y,Yes,24,3,4,80,0,12,1,2,9,0,4,0,₹7K–₹12K,6–10 years,36–45
40,Yes,Travel_Rarely,1118,Sales,21,5,Medical,1,1221,3,Male,60,2,1,Sales Executive,1,Married,3930,15748,2,Y,Yes,25,3,2,80,2,15,4,3,15,6,1,1,<₹4K,10+ years,36–45
39,No,Non-Travel,935,Research & Development,11,3,Marketing,1,1222,3,Female,74,1,4,Healthcare Representative,2,Married,10510,14012,1,Y,No,25,3,3,80,3,15,2,3,7,0,1,0,₹7K–₹12K,6–10 years,36–45
59,Yes,Travel_Rarely,1013,Research & Development,4,5,Medical,1,1223,3,Male,31,3,3,Laboratory Technician,2,Married,8514,9814,1,Y,No,17,3,4,80,0,21,2,3,17,11,3,11,₹7K–₹12K,10+ years,46–60
45,No,Travel_Rarely,1302,Sales,14,5,Life Sciences,1,1224,1,Female,51,1,3,Sales Representative,1,Single,8856,3120,2,Y,Yes,22,3,2,80,2,19,5,2,14,5,3,2,₹7K–₹12K,10+ years,36–45
52,No,Travel_Rarely,1374,Research & Development,5,5,Marketing,1,1225,2,Female,49,2,3,Manager,2,Married,9795,26160,1,Y,No,12,3,2,80,2,15,1,2,14,9,7,5,₹7K–₹12K,10+ years,46–60
22,No,Travel_Rarely,1066,Research & Development,4,3,Life Sciences,1,1226,2,Female,56,3,4,Manufacturing Director,3,Married,10149,15839,0,Y,Yes,22,4,4,80,1,1,2,4,1,1,0,0,₹7K–₹12K,<2 years,18–25
48,No,Travel_Rarely,461,Research & Development,27,5,Life Sciences,1,1227,4,Male,94,4,2,Laboratory Technician,4,Single,7063,13382,1,Y,No,19,4,4,80,2,15,0,4,15,4,4,4,₹7K–₹12K,10+ years,46–60
47,Yes,Travel_Frequently,888,Research & Development,18,1,Medical,1,1228,2,Male,72,3,1,Laboratory Technician,4,Single,3518,5820,5,Y,No,21,3,2,80,2,13,6,2,7,0,1,0,<₹4K,6–10 years,46–60
29,No,Non-Travel,1231,Sales,7,5,Marketing,1,1229,4,Female,58,3,3,Sales Representative,3,Divorced,8548,16494,0,Y,No,17,3,3,80,2,5,6,3,5,1,2,0,₹7K–₹12K,4–5 years,26–35
48,No,Travel_Rarely,593,Research & Development,9,5,Life Sciences,1,1230,4,Male,92,4,2,Healthcare Representative,3,Married,7184,10800,4,Y,No,14,4,2,80,3,14,2,2,11,7,3,5,₹7K–₹12K,10+ years,46–60
44,No,Travel_Rarely,568,Sales,8,4,Life Sciences,1,1231,2,Male,93,4,3,Sales Representative,2,Single,8185,18656,4,Y,No,23,3,3,80,3,3,1,4,0,0,0,0,₹7K–₹12K,<2 years,36–45
23,No,Travel_Rarely,506,Research & Development,11,3,Marketing,1,1232,1,Male,75,2,3,Healthcare Representative,2,Divorced,7075,26038,2,Y,No,22,3,3,80,0,0,2,3,0,0,0,0,₹7K–₹12K,<2 years,18–25
42,No,Travel_Rarely,743,Research & Development,16,3,Life Sciences,1,1233,1,Male,77,3,4,Manager,1,Divorced,9509,15772,0,Y,No,17,3,4,80,2,16,1,1,13,0,4,0,₹7K–₹12K,10+ years,36–45
41,No,Travel_Rarely,762,Research & Development,5,2,Medical,1,1234,3,Male,85,1,4,Healthcare Representative,4,Single,10267,15885,1,Y,No,15,3,1,80,0,14,4,3,5,4,5,4,₹7K–₹12K,4–5 years,36–45
43,No,Travel_Frequently,375,Sales,6,5,Life Sciences,1,1235,3,Female,50,4,5,Manager,2,Married,11148,6136,2,Y,No,13,3,1,80,1,17,6,1,15,11,7,7,₹7K–₹12K,10+ years,36–45
32,No,Travel_Rarely,1151,Research & Development,17,3,Marketing,1,1236,3,Female,60,4,5,Research Director,3,Married,12469,10963,1,Y,No,15,3,4,80,1,0,0,1,0,0,0,0,₹12K+,<2 years,26–35
31,No,Travel_Frequently,1278,Sales,5,3,Medical,1,1237,3,Male,34,1,5,Sales Representative,2,Married,9551,17670,3,Y,No,14,3,2,80,3,7,1,4,5,3,0,2,₹7K–₹12K,4–5 years,26–35
43,No,Travel_Rarely,1458,Sales,12,1,Marketing,1,1238,1,Female,97,4,5,Manager,4,Single,13737,9066,4,Y,Yes,12,3,1,80,1,4,4,3,3,3,3,0,₹12K+,2–3 years,36–45
45,No,Travel_Rarely,800,Research & Development,5,2,Human Resources,1,1239,3,Male,66,4,3,Healthcare Representative,2,Married,10113,24362,3,Y,No,18,4,2,80,0,18,0,4,6,1,2,1,₹7K–₹12K,6–10 years,36–45
31,No,Non-Travel,1377,Sales,7,5,Marketing,1,1240,1,Female,57,3,1,Sales Representative,1,Divorced,4919,13212,3,Y,No,20,3,3,80,3,10,0,1,10,7,5,5,₹4K–₹7K,6–10 years,26–35
53,Yes,Travel_Rarely,1345,Research & Development,12,1,Marketing,1,1241,3,Male,62,3,2,Research Scientist,1,Single,9021,4004,1,Y,Yes,19,3,1,80,2,21,5,2,18,12,5,10,₹7K–₹12K,10+ years,46–60
37,Yes,Travel_Rarely,550,Research & Development,29,2,Life Sciences,1,1242,2,Male,53,2,4,Research Director,1,Single,8984,3167,1,Y,Yes,22,3,2,80,0,3,6,2,3,3,1,1,₹7K–₹12K,2–3 years,36–45
32,No,Travel_Rarely,1002,Research & Development,4,3,Life Sciences,1,1243,4,Male,30,1,1,Healthcare Representative,4,Single,3027,26797,1,Y,No,12,4,4,80,0,5,3,3,3,0,3,0,<₹4K,2–3 years,26–35
51,No,Travel_Frequently,626,Research & Development,20,3,Life Sciences,1,1244,1,Male,80,3,2,Laboratory Technician,4,Married,7453,15604,3,Y,No,19,3,2,80,3,20,3,2,8,1,2,1,₹7K–₹12K,6–10 years,46–60
39,Yes,Travel_Frequently,1483,Sales,12,1,Medical,1,1245,1,Male,77,3,1,Sales Executive,1,Married,4900,4737,2,Y,Yes,25,4,3,80,3,11,6,2,8,3,1,3,₹4K–₹7K,6–10 years,36–45
28,No,Travel_Rarely,415,Research & Development,11,2,Life Sciences,1,1246,1,Female,40,4,4,Research Scientist,2,Married,8355,16846,2,Y,No,22,3,1,80,2,3,5,4,1,0,0,0,₹7K–₹12K,<2 years,26–35
40,No,Travel_Rarely,589,Research & Development,14,5,Medical,1,1247,2,Male,98,3,3,Research Scientist,4,Divorced,10010,12992,1,Y,No,11,3,1,80,2,14,2,2,5,3,1,3,₹7K–₹12K,4–5 years,36–45
48,No,Travel_Rarely,432,Research & Development,5,2,Life Sciences,1,1248,4,Male,61,1,3,Manager,1,Divorced,8400,16435,1,Y,No,16,3,2,80,2,22,0,1,7,3,1,3,₹7K–₹12K,6–10 years,46–60
45,No,Travel_Frequently,748,Research & Development,6,5,Life Sciences,1,1249,1,Female,69,1,3,Research Scientist,1,Married,7103,17976,2,Y,No,24,3,3,80,1,24,4,3,13,7,1,4,₹7K–₹12K,10+ years,36–45
35,No,Travel_Frequently,379,Research & Development,2,3,Medical,1,1250,2,Male,99,1,4,Manufacturing Director,1,Married,8132,23492,3,Y,No,24,3,1,80,0,15,2,2,13,7,3,4,₹7K–₹12K,10+ years,26–35
38,Yes,Travel_Rarely,1387,Sales,11,2,Marketing,1,1251,3,Male,80,1,2,Sales Executive,4,Married,6652,4565,3,Y,No,17,3,4,80,0,10,6,3,6,4,0,4,₹4K–₹7K,6–10 years,36–45
34,No,Travel_Rarely,1380,Sales,8,3,Life Sciences,1,1252,2,Female,35,2,3,Sales Executive,4,Married,8794,14450,5,Y,No,22,4,2,80,2,9,2,4,9,9,4,6,₹7K–₹12K,6–10 years,26–35
48,No,Travel_Rarely,1136,Sales,15,4,Marketing,1,1253,4,Female,66,3,2,Sales Representative,2,Single,6914,26480,3,Y,No,14,4,2,80,0,16,2,4,14,7,4,5,₹4K–₹7K,10+ years,46–60
30,No,Travel_Rarely,986,Sales,12,5,Life Sciences,1,1254,2,Male,54,3,2,Manager,2,Married,6554,24185,1,Y,Yes,16,3,1,80,1,5,5,1,1,1,0,1,₹4K–₹7K,<2 years,26–35
